appid,currency,local_price,price_in_usd,relative_price_to_us
327090,RUB,439.0,7.298966672485888,0.4869223930944555
327090,ARS,179.99,11.396099784728378,0.7602468168597983
327090,EUR,14.99,16.14291052692226,1.0769119764457813
327090,CLP,7500.0,11.606313834726091,0.7742704359390321
327090,INR,550.0,8.15955944313232,0.5443335185545244
327090,IDR,139999.0,10.48519330314695,0.6994792063473616
327090,MYR,37.99,8.575289757438258,0.5720673620705976
327090,MXN,169.99,8.206578490644192,0.5474702128515139
327090,PHP,449.95,9.04174466707872,0.6031851012060521
327090,PLN,49.99,12.503304659188029,0.8341097170905957
327090,KRW,16000.0,13.87744481547335,0.9257801744812107
327090,THB,319.0,9.077973819009676,0.6056019892601519
327090,UAH,229.0,8.465519900478018,0.5647444896916622
327090,GBP,10.99,13.914615664134857,0.9282598841984561
327090,COP,32000.0,10.932508839958318,0.7293201360879465
327090,KZT,2400.0,7.354732743399801,0.49064261130085396
327090,NOK,100.0,12.14608288219745,0.8102790448430587
327090,PEN,39.95,12.221647765686997,0.8153200644220812
327090,SGD,16.0,11.322471780508224,0.7553350087063525
327090,VND,165000.0,7.305146290980873,0.48733464249372066
327090,HKD,99.0,12.758651042001608,0.8511441655771587
327090,ILS,55.95,14.827083609381212,0.9891316617332363
327090,NZD,17.99,13.055275557751994,0.8709323254003999
327090,ZAR,159.0,11.808856062744686,0.7877822590223273
327090,CHF,15.0,15.105557636765718,1.0077089817722293
327090,CRC,6500.0,11.75777734869729,0.7843747397396458
327090,SAR,47.0,12.53450322030056,0.8361910086924991
327090,AED,46.0,12.524576077133965,0.8355287576473626
327090,UYU,329.0,11.688985997873813,0.7797855902517553
327090,KWD,2.8,9.184814876775867,0.6127294781037936
327090,QAR,33.99,9.33457830994425,0.6227203675746664
408400,USD,14.99,14.99,1.0
408400,CAD,16.99,13.020843312275687,0.8686353110257297
408400,CNY,48.0,6.975141322902397,0.46531963461657083
408400,TWD,398.0,12.717280163599183,0.8483842670846686
408400,USD,14.99,14.99,1.0
408400,BRL,27.99,8.943920754114075,0.596659156378524
408400,JPY,1480.0,13.06387617563852,0.8715060824308551
408400,TRY,24.0,6.360598214262051,0.4243227627926652
408400,RUB,349.0,5.8025953728874144,0.38709775669695895
408400,ARS,179.99,11.396099784728378,0.7602468168597983
408400,EUR,14.99,16.14291052692226,1.0769119764457813
408400,CLP,7500.0,11.606313834726091,0.7742704359390321
408400,INR,479.0,7.106234496837057,0.4740650097956676
408400,IDR,115999.0,8.687718754932128,0.5795676287479739
408400,MYR,31.0,6.997472558057015,0.46680937678832657
408400,MXN,149.99,7.241041871943775,0.4830581635719663
408400,PHP,419.95,8.438894705944458,0.562968292591358
408400,PLN,53.99,13.503769124816197,0.9008518428830018
408400,KRW,16000.0,13.87744481547335,0.9257801744812107
408400,THB,315.0,8.96414342629482,0.5980082339089273
408400,UAH,229.0,8.465519900478018,0.5647444896916622
408400,GBP,10.99,13.914615664134857,0.9282598841984561
408400,COP,32000.0,10.932508839958318,0.7293201360879465
408400,KZT,2400.0,7.354732743399801,0.49064261130085396
408400,NOK,100.0,12.14608288219745,0.8102790448430587
408400,PEN,39.95,12.221647765686997,0.8153200644220812
408400,SGD,15.0,10.614817294226459,0.7081265706622054
408400,VND,165000.0,7.305146290980873,0.48733464249372066
408400,HKD,99.0,12.758651042001608,0.8511441655771587
408400,ILS,55.95,14.827083609381212,0.9891316617332363
408400,NZD,17.99,13.055275557751994,0.8709323254003999
408400,ZAR,159.0,11.808856062744686,0.7877822590223273
408400,CHF,15.0,15.105557636765718,1.0077089817722293
408400,CRC,6500.0,11.75777734869729,0.7843747397396458
408400,SAR,47.0,12.53450322030056,0.8361910086924991
408400,AED,46.0,12.524576077133965,0.8355287576473626
408400,UYU,329.0,11.688985997873813,0.7797855902517553
408400,KWD,2.8,9.184814876775867,0.6127294781037936
408400,QAR,33.99,9.33457830994425,0.6227203675746664
499370,USD,12.99,12.99,1.0
499370,CAD,13.99,10.721694993451258,0.8253806769400507
499370,CNY,42.0,6.103248657539598,0.4698420829514702
499370,TWD,358.0,11.439161554192228,0.8806128987060992
499370,USD,12.99,12.99,1.0
499370,BRL,25.99,8.304841028918357,0.6393257143124217
499370,JPY,1280.0,11.298487503254934,0.8697834875484938
499370,TRY,21.0,5.565523437479295,0.42844676193066167
499370,RUB,289.0,4.805014506488432,0.3699010397604644
499370,ARS,159.99,10.129796125110802,0.7798149441963667
499370,EUR,12.0,12.922943717349375,0.99483785352959
499370,CLP,6900.0,10.677808727948003,0.8220022115433413
499370,INR,439.0,6.512811991881979,0.501371207997073
499370,IDR,83999.0,6.291086023979033,0.48430223433248903
499370,MYR,29.0,6.546022715601723,0.5039278456968225
499370,MXN,139.99,6.758273562593567,0.5202674028170567
499370,PHP,369.95,7.434144770720686,0.5722975189161421
499370,PLN,46.99,11.752956309966903,0.9047695388735106
499370,KRW,13500.0,11.70909406305564,0.9013929224831131
499370,THB,219.0,6.232214001138304,0.47977013095752913
499370,UAH,209.0,7.726173184279064,0.5947785361261789
499370,GBP,9.99,12.648499589145334,0.9737105149457532
499370,COP,28500.0,9.736765685587878,0.7495585593216226
499370,KZT,2150.0,6.588614749295655,0.5072066781597886
499370,NOK,86.0,10.445631278689806,0.8041286588675755
499370,PEN,35.95,10.997953371125096,0.846647680610092
499370,SGD,13.0,9.19950832166293,0.7081992549394096
499370,VND,150000.0,6.641042082709884,0.5112426545581127
499370,HKD,89.0,11.469898411496395,0.8829790924939488
499370,ILS,47.95,12.707035908307938,0.9782167750814426
499370,NZD,15.99,11.603883055500523,0.8932935377598555
499370,ZAR,139.0,10.323465363028372,0.7947240464225075
499370,CHF,13.0,13.091483285196956,1.0078124161044615
499370,CRC,5800.0,10.491555172683736,0.8076639855799642
499370,SAR,42.0,11.201045430906884,0.8622821732799757
499370,AED,41.0,11.163209112228099,0.8593694466688298
499370,UYU,289.0,10.267832685062407,0.7904413152472984
499370,KWD,2.45,8.036713017178885,0.6186846048636555
499370,QAR,30.99,8.510696729190123,0.655172958367215
581380,USD,1.99,1.99,1.0
581380,CAD,2.29,1.7550165500359816,0.8819178643396892
581380,CNY,11.0,1.598469886498466,0.8032511992454604
581380,TWD,45.0,1.437883435582822,0.7225544902426242
581380,USD,1.99,1.99,1.0
581380,BRL,4.49,1.4347339830643873,0.7209718507861242
581380,JPY,205.0,1.8095233891931732,0.9093082357754639
581380,TRY,4.2,1.113104687495859,0.559349089193899
581380,RUB,61.0,1.0142072141722989,0.5096518664182407
581380,ARS,26.99,1.7088767886539191,0.8587320545999594
581380,EUR,1.99,2.143054833127105,1.0769119764457813
581380,CLP,1000.0,1.547508511296812,0.7776424679883478
581380,INR,85.0,1.2610228230295404,0.6336798105676082
581380,IDR,17499.0,1.3105836299671316,0.6585847386769506
581380,MYR,5.5,1.241487066752051,0.6238628476140959
581380,MXN,26.99,1.3029916669362123,0.6547696818774936
581380,PHP,69.95,1.4056451593780566,0.7063543514462596
581380,PLN,7.19,1.7983348769666319,0.9036858678224281
581380,KRW,2200.0,1.9081486621275856,0.9588686744359727
581380,THB,45.0,1.2805919180421172,0.6435135266543303
581380,UAH,40.0,1.4786934323979068,0.7430620263306065
581380,GBP,1.69,2.139736166732294,1.0752443048906
581380,COP,4500.0,1.5373840556191387,0.7725548018186627
581380,KZT,450.0,1.3790123893874626,0.6929710499434486
581380,NOK,15.5,1.8826428467406047,0.9460516817791983
581380,PEN,5.0,1.5296179932023777,0.7686522578906421
581380,SGD,2.15,1.5214571455057924,0.7645513293998957
581380,VND,30000.0,1.3282084165419767,0.667441415347727
581380,HKD,12.0,1.5465031566062555,0.777137264626259
581380,ILS,7.25,1.9212932290976548,0.9654739844711833
581380,NZD,2.49,1.8069836653030835,0.9080319926146149
581380,ZAR,18.0,1.3368516297446815,0.6717847385651666
581380,CHF,2.0,2.0140743515687625,1.0120976641049058
581380,CRC,950.0,1.7184443817326809,0.8635398903179301
581380,SAR,5.25,1.4001306788633605,0.7035832557102314
581380,AED,6.0,1.6336403578870387,0.8209248029583109
581380,UYU,48.0,1.705383975373687,0.856976872047079
581380,KWD,0.45,1.476130962338979,0.7417743529341603
581380,QAR,5.49,1.507703292780051,0.7576398456181161
453100,USD,5.99,5.99,1.0
453100,CAD,6.49,4.973824196390184,0.8303546237713161
453100,CNY,25.0,3.632886105678332,0.6064918373419586
453100,TWD,118.0,3.7704498977505114,0.6294574119783826
453100,USD,5.99,5.99,1.0
453100,BRL,11.99,3.8312829525483303,0.6396131807259315
453100,JPY,598.0,5.278512130426915,0.8812207229427236
453100,TRY,11.0,2.9152741815367738,0.4866901805570574
453100,RUB,149.0,2.47732581822414,0.41357693125611683
453100,ARS,78.99,5.001266303659617,0.8349359438496856
453100,EUR,5.99,6.45070273891023,1.0769119764457813
453100,CLP,2800.0,4.333023831631074,0.7233762657147035
453100,INR,219.0,3.248988214629051,0.5424020391701254
453100,IDR,48999.0,3.669768974499085,0.6126492444906653
453100,MYR,15.0,3.3858738184146846,0.5652543937253229
453100,MXN,65.99,3.1857880734020245,0.5318510973959975
453100,PHP,189.95,3.817045003915108,0.6372362276986825
453100,PLN,21.99,5.500053399790853,0.9182059098148335
453100,KRW,6500.0,5.637711956286049,0.9411873048891567
453100,THB,119.0,3.3864541832669324,0.5653512826822925
453100,UAH,119.0,4.399112961383773,0.7344095094129838
453100,GBP,4.79,6.064695999199815,1.012470116727849
453100,COP,11900.0,4.0655267248595,0.678718985786227
453100,KZT,1250.0,3.8305899705207294,0.6394974909049631
453100,NOK,40.0,4.8584331528789795,0.8110906766075091
453100,PEN,13.5,4.12996858164642,0.6894772256504874
453100,SGD,6.5,4.599754160831465,0.7679055360319641
453100,VND,80000.0,3.541889110778605,0.5913003523837403
453100,HKD,25.0,3.2218815762630326,0.5378767239170338
453100,ILS,21.95,5.816880879819796,0.9710986443772613
453100,NZD,7.39,5.3628952958191904,0.8953080627411002
453100,ZAR,52.0,3.862015819262413,0.6447438763376315
453100,CHF,6.0,6.042223054706287,1.008718373072836
453100,CRC,2800.0,5.064888704054217,0.8455573796417725
453100,SAR,13.95,3.720347232408358,0.6210930271132484
453100,AED,17.5,4.76478437717053,0.7954564903456645
453100,UYU,140.0,4.97403659483992,0.830390082611005
453100,KWD,1.25,4.100363784274941,0.6845348554716094
453100,QAR,15.99,4.391288825419493,0.7331033097528369
204390,USD,9.99,9.99,1.0
204390,CAD,10.99,8.42254667462683,0.8430977652279108
204390,CNY,36.0,5.231355992176798,0.523659258476156
204390,TWD,278.0,8.882924335378323,0.8891816151529853
204390,USD,9.99,9.99,1.0
204390,BRL,16.99,5.428982265537625,0.5434416682219845
204390,JPY,980.0,8.65040449467956,0.8659063558237797
204390,TRY,18.0,4.770448660696538,0.47752238845811196
204390,RUB,249.0,4.1399605955557774,0.41441047002560333
204390,EUR,9.99,10.758350644693355,1.0769119764457813
204390,CLP,5500.0,8.511296812132466,0.8519816628761226
204390,INR,369.0,5.474322608210593,0.5479802410621214
204390,IDR,89999.0,6.7404546610327385,0.6747201862895634
204390,MYR,23.0,5.19167318823585,0.5196870058294144
204390,MXN,109.99,5.309968634542941,0.5315283918461403
204390,PHP,319.95,6.429394835496915,0.6435830666163077
204390,KRW,10500.0,9.107073160154386,0.9116189349503889
204390,THB,219.0,6.232214001138304,0.6238452453591895
204390,GBP,6.99,8.850151364176766,0.8859010374551317
204390,COP,23500.0,8.02856117934439,0.8036597777121511
204390,NOK,70.0,8.502258017538214,0.8510768786324538
204390,PEN,27.95,8.550564582001291,0.8559123705706998
204390,SGD,10.5,7.430372105958521,0.7437809915874396
204390,HKD,75.0,9.665644728789097,0.9675320048837934
204390,NZD,11.99,8.701098050997578,0.8709807858856434
204390,ZAR,109.0,8.095379313453904,0.8103482796250154
204390,CHF,10.0,10.070371757843812,1.0080452210053865
204390,SAR,33.0,8.800821409998267,0.8809631041039306
204390,AED,33.0,8.985021968378714,0.8994015984363076
620940,USD,0.99,0.99,1.0
620940,CAD,1.19,0.9119954998003572,0.9212075755559164
620940,CNY,6.0,0.8718926653627996,0.880699661982626
620940,TWD,22.0,0.7029652351738241,0.7100658941149739
620940,USD,0.99,0.99,1.0
620940,BRL,2.29,0.7317462853490972,0.739137661968785
620940,JPY,100.0,0.8826943361917918,0.8916104405977695
620940,TRY,2.1,0.5565523437479295,0.5621740845938682
620940,RUB,30.0,0.49879043319949123,0.5038287204035266
620940,ARS,13.99,0.8857794099024946,0.8947266766691865
620940,EUR,0.99,1.0661428566813234,1.076911976445781
620940,CLP,500.0,0.773754255648406,0.7815699552004102
620940,INR,42.0,0.6230936302028317,0.6293875052553856
620940,IDR,8499.0,0.6365306743865736,0.6429602771581552
620940,MYR,3.0,0.6771747636829369,0.6840149128110474
620940,MXN,13.39,0.646426766219929,0.6529563295150798
620940,PHP,35.95,0.7224152034258918,0.72971232669282
620940,PLN,3.59,0.8979168579012807,0.9069867251528089
620940,KRW,1100.0,0.9540743310637928,0.9637114455189827
620940,THB,23.0,0.6545247581104154,0.66113611930345
620940,UAH,21.0,0.7763140520089011,0.7841556080897991
620940,GBP,0.79,1.000231699241723,1.0103350497391141
620940,COP,2000.0,0.6832818024973949,0.6901836388862574
620940,KZT,250.0,0.7661179941041459,0.7738565597011575
620940,NOK,7.5,0.9109562161648087,0.9201577941058674
620940,PEN,2.5,0.7648089966011888,0.7725343400012008
620940,SGD,1.1,0.7784199349099404,0.7862827625352934
620940,VND,15000.0,0.6641042082709884,0.6708123315868569
620940,HKD,6.0,0.7732515783031277,0.7810622003061897
620940,ILS,3.5,0.9275208692195575,0.9368897668884418
620940,NZD,1.29,0.9361481639521998,0.9456042060123231
620940,ZAR,10.0,0.7426953498581563,0.7501973230890469
620940,CHF,1.0,1.0070371757843812,1.017209268469072
620940,CRC,500.0,0.9044444114382532,0.9135802135739931
620940,SAR,2.75,0.7334017841665222,0.7408098829964871
620940,AED,3.0,0.8168201789435193,0.8250708878217367
620940,UYU,24.0,0.8526919876868435,0.8613050380675187
620940,KWD,0.2,0.6560582054839906,0.662685056044435
620940,QAR,2.79,0.7662098701013375,0.7739493637387247
370050,USD,4.99,4.99,1.0
370050,CAD,5.49,4.207441423448707,0.8431746339576568
370050,CNY,22.0,3.196939772996932,0.6406692931857579
370050,TWD,102.0,3.2592024539877302,0.6531467843662786
370050,USD,4.99,4.99,1.0
370050,BRL,10.49,3.3519731586515418,0.6717381079462007
370050,JPY,498.0,4.395817794235123,0.8809254096663572
370050,TRY,10.0,2.6502492559425215,0.5311120753391826
370050,RUB,129.0,2.1447988627578125,0.4298194113743111
370050,ARS,67.99,4.30479929086995,0.8626852286312525
370050,EUR,4.99,5.3737907624644485,1.0769119764457813
370050,CLP,2400.0,3.7140204271123487,0.7442926707639977
370050,INR,199.0,2.952276962151512,0.5916386697698421
370050,IDR,45999.0,3.445084655972232,0.6903977266477419
370050,MYR,12.0,2.7086990547317478,0.5428254618700897
370050,MXN,55.99,2.7030197640518168,0.5416873274652939
370050,PHP,165.95,3.3347650350076976,0.6682895861738872
370050,PLN,17.99,4.499588934162685,0.9017212292911192
370050,KRW,5500.0,4.770371655318964,0.9559863036711351
370050,THB,129.0,3.6710301650540695,0.7356773877863867
370050,UAH,99.0,3.65976624518482,0.7334200892153947
370050,GBP,3.99,5.051803139208197,1.012385398638917
370050,COP,9900.0,3.382244922362105,0.6778045936597404
370050,KZT,1050.0,3.217695575237413,0.6448287725926679
370050,NOK,36.0,4.372589837591081,0.8762705085352869
370050,PEN,11.5,3.5181213843654686,0.7050343455642222
370050,SGD,5.5,3.892099674549702,0.779979894699339
370050,VND,70000.0,3.099152971931279,0.6210727398659878
370050,HKD,28.0,3.6085073654145963,0.7231477686201595
370050,ILS,18.5,4.902610308731947,0.9824870358180253
370050,NZD,5.99,4.346920544243161,0.8711263615717757
370050,ZAR,42.0,3.1193204694042564,0.625114322525903
370050,CHF,5.0,5.035185878921906,1.0090552863570954
370050,CRC,2400.0,4.341333174903615,0.8700066482772775
370050,SAR,11.95,3.1869641166508873,0.6386701636574924
370050,AED,15.0,4.084100894717597,0.818457093129779
370050,UYU,120.0,4.2634599384342176,0.8544007892653742
370050,KWD,1.1,3.6083201301619483,0.7231102465254405
370050,QAR,12.99,3.5674072446653664,0.7149112714760253
423180,USD,4.99,4.99,1.0
423180,CAD,5.49,4.207441423448707,0.8431746339576568
423180,CNY,21.0,3.051624328769799,0.6115479616773144
423180,TWD,148.0,4.729038854805726,0.9477031773157767
423180,USD,4.99,4.99,1.0
423180,BRL,10.49,3.3519731586515418,0.6717381079462007
423180,JPY,498.0,4.395817794235123,0.8809254096663572
423180,TRY,10.0,2.6502492559425215,0.5311120753391826
423180,RUB,129.0,2.1447988627578125,0.4298194113743111
423180,ARS,67.99,4.30479929086995,0.8626852286312525
423180,EUR,4.99,5.3737907624644485,1.0769119764457813
423180,CLP,3000.0,4.642525533890436,0.9303658384549971
423180,INR,259.0,3.8424107195841293,0.7700221882934126
423180,IDR,45999.0,3.445084655972232,0.6903977266477419
423180,MYR,12.0,2.7086990547317478,0.5428254618700897
423180,MXN,55.99,2.7030197640518168,0.5416873274652939
423180,PHP,165.95,3.3347650350076976,0.6682895861738872
423180,PLN,17.99,4.499588934162685,0.9017212292911192
423180,KRW,5500.0,4.770371655318964,0.9559863036711351
423180,THB,129.0,3.6710301650540695,0.7356773877863867
423180,UAH,99.0,3.65976624518482,0.7334200892153947
423180,GBP,3.99,5.051803139208197,1.012385398638917
423180,COP,11900.0,4.0655267248595,0.8147348146011021
423180,KZT,1050.0,3.217695575237413,0.6448287725926679
423180,NOK,36.0,4.372589837591081,0.8762705085352869
423180,PEN,14.95,4.5735577996751084,0.9165446492334887
423180,SGD,5.5,3.892099674549702,0.779979894699339
423180,VND,70000.0,3.099152971931279,0.6210727398659878
423180,HKD,39.0,5.0261352589703305,1.0072415348637938
423180,ILS,18.5,4.902610308731947,0.9824870358180253
423180,NZD,5.99,4.346920544243161,0.8711263615717757
423180,ZAR,55.0,4.08482442421986,0.818602089022016
423180,CHF,5.0,5.035185878921906,1.0090552863570954
423180,CRC,2400.0,4.341333174903615,0.8700066482772775
423180,SAR,17.0,4.533756483938501,0.9085684336550102
423180,AED,17.0,4.6286476806799435,0.9275847055470828
423180,UYU,120.0,4.2634599384342176,0.8544007892653742
423180,KWD,1.1,3.6083201301619483,0.7231102465254405
423180,QAR,12.99,3.5674072446653664,0.7149112714760253
685680,USD,9.99,9.99,1.0
685680,CAD,10.99,8.42254667462683,0.8430977652279108
685680,CNY,36.0,5.231355992176798,0.523659258476156
685680,TWD,278.0,8.882924335378323,0.8891816151529853
685680,USD,9.99,9.99,1.0
685680,BRL,19.99,6.387601853331202,0.6393995849180383
685680,JPY,980.0,8.65040449467956,0.8659063558237797
685680,TRY,18.0,4.770448660696538,0.47752238845811196
685680,RUB,249.0,4.1399605955557774,0.41441047002560333
685680,ARS,129.99,8.230340635684437,0.8238579214899335
685680,EUR,9.99,10.758350644693355,1.0769119764457813
685680,CLP,5500.0,8.511296812132466,0.8519816628761226
685680,INR,369.0,5.474322608210593,0.5479802410621214
685680,IDR,89999.0,6.7404546610327385,0.6747201862895634
685680,MYR,23.0,5.19167318823585,0.5196870058294144
685680,MXN,109.99,5.309968634542941,0.5315283918461403
685680,PHP,319.95,6.429394835496915,0.6435830666163077
685680,PLN,35.99,9.001679029489441,0.901068971920865
685680,KRW,10500.0,9.107073160154386,0.9116189349503889
685680,THB,219.0,6.232214001138304,0.6238452453591895
685680,UAH,169.0,6.247479751881157,0.6253733485366523
685680,GBP,6.99,8.850151364176766,0.8859010374551317
685680,COP,23500.0,8.02856117934439,0.8036597777121511
685680,KZT,1850.0,5.6692731563706795,0.5674948104475155
685680,NOK,70.0,8.502258017538214,0.8510768786324538
685680,PEN,27.95,8.550564582001291,0.8559123705706998
685680,SGD,10.5,7.430372105958521,0.7437809915874396
685680,VND,120000.0,5.312833666167907,0.5318151817985892
685680,HKD,75.0,9.665644728789097,0.9675320048837934
685680,ILS,36.95,9.791970319332187,0.980177209142361
685680,NZD,11.99,8.701098050997578,0.8709807858856434
685680,ZAR,109.0,8.095379313453904,0.8103482796250154
685680,CHF,10.0,10.070371757843812,1.0080452210053865
685680,CRC,4600.0,8.320888585231929,0.8329217803034964
685680,SAR,33.0,8.800821409998267,0.8809631041039306
685680,AED,33.0,8.985021968378714,0.8994015984363076
685680,UYU,229.0,8.136102715845299,0.8144246962808107
685680,KWD,1.95,6.396567503468908,0.6402970473942851
685680,QAR,24.99,6.862933567681871,0.6869803371052924
562640,USD,4.99,4.99,1.0
562640,CAD,5.49,4.207441423448707,0.8431746339576568
562640,CNY,21.0,3.051624328769799,0.6115479616773144
562640,TWD,148.0,4.729038854805726,0.9477031773157767
562640,USD,4.99,4.99,1.0
562640,BRL,10.49,3.3519731586515418,0.6717381079462007
562640,JPY,498.0,4.395817794235123,0.8809254096663572
562640,TRY,10.0,2.6502492559425215,0.5311120753391826
562640,RUB,129.0,2.1447988627578125,0.4298194113743111
562640,EUR,4.99,5.3737907624644485,1.0769119764457813
562640,CLP,3000.0,4.642525533890436,0.9303658384549971
562640,INR,259.0,3.8424107195841293,0.7700221882934126
562640,IDR,45999.0,3.445084655972232,0.6903977266477419
562640,MYR,12.0,2.7086990547317478,0.5428254618700897
562640,MXN,55.99,2.7030197640518168,0.5416873274652939
